Compound,m/z,z,p value,specificity
"Sel Score: 0.77 RTime: 4136.941 Areas: [11175574.106398404, 13187551.100057691, 39939171.10591483, 23337795.325929604, 6729313.667226294, 29503013.9497336]",755.9179,2.0,0.02424760102568752,12ca5
"Sel Score: 0.77 RTime: 2510.073 Areas: [13580512.593816018, 26864215.228991, 10938865.092928799, 6205168.32461625, 5950528.532714679, 17526810.60411651]",570.9666,3.0,0.007260882302071152,12ca5
"Sel Score: 0.77 RTime: 2984.82 Areas: [23972101.00126777, 41286715.20781839, 46671698.236488715, 13078104.607734969, 13431656.108739926, 17662754.1487051]",516.6172,3.0,0.009111770904909403,12ca5
"Sel Score: 0.77 RTime: 2407.83 Areas: [13212252.50725359, 8059473.126275534, 11391345.010453291, 7429478.172974504, 2591208.962059654, 10167786.697004493]",411.2248,4.0,0.0430131959787402,12ca5
"Sel Score: 0.77 RTime: 1265.559 Areas: [6345305.894956687, 2831733.309098721, 3638679.420137091, 6011342.152604048, 1729808.962264893, 7766803.203510121]",393.7079,2.0,0.029289840299003004,12ca5
"Sel Score: 0.77 RTime: 1268.563 Areas: [12991631.581373818, 8454209.72266333, 14212424.386744099, 12479414.563537328, 9305528.422895852, 11231096.474654151]",427.483,4.0,0.0012629783122483317,12ca5
"Sel Score: 0.77 RTime: 3517.4 Areas: [10626076.874801377, 19167635.91538271, 40047835.139580436, 6586454.622187985, 27408826.93911197, 13150330.954540849]",565.6404,3.0,0.028611398053701467,12ca5
"Sel Score: 0.77 RTime: 2658.734 Areas: [29406429.563913003, 23672036.58029087, 30961710.29064316, 21266454.008931648, 10266.0, 9175642.59577665]",459.247,2.0,0.04581691078149585,12ca5
"Sel Score: 0.77 RTime: 2256.72 Areas: [18207587.331101425, 18312962.29741566, 6802830.062234137, 7003987.157387684, 4080405.241652662, 6489473.317096018]",446.475,2.0,0.02365450149047369,12ca5
"Sel Score: 0.77 RTime: 2904.745 Areas: [18868223.69756376, 14455137.845248055, 51056243.991329335, 42866752.77836778, 14046395.185888669, 12754409.925788958]",577.6226,3.0,0.011122606917034613,12ca5
"Sel Score: 0.77 RTime: 2184.622 Areas: [15149551.20299796, 5084648.975309023, 7106820.5200190265, 6133781.8237676285, 6518829.017002749, 8490809.671614125]",414.7246,2.0,0.008644038614138809,12ca5
"Sel Score: 0.77 RTime: 1476.602 Areas: [14249864.356958685, 8905770.124184547, 20915608.259136856, 8574554.961242229, 15677838.814571053, 11098036.390821652]",409.7243,2.0,0.00587401881087362,12ca5
"Sel Score: 0.77 RTime: 1552.384 Areas: [18737614.187513206, 5147242.787323193, 6327284.211238987, 13558798.15372191, 12597642.943275537, 8629156.408383941]",416.2057,2.0,0.03753567185477478,12ca5
"Sel Score: 0.77 RTime: 2548.871 Areas: [10218696.403979119, 15356045.432410032, 13934878.265212948, 3299564.417237769, 7835617.502101526, 7699031.792405923]",425.9766,2.0,0.021974993841299403,12ca5
"Sel Score: 0.77 RTime: 2566.154 Areas: [10886580.065324496, 11441872.073314656, 3828662.5558561524, 13960527.927727621, 10927345.820723988, 22000583.272365704]",558.6098,3.0,0.045581968210833386,12ca5
"Sel Score: 0.77 RTime: 2770.092 Areas: [11379309.741026923, 17788402.886565283, 38301581.05641429, 38435987.19159241, 13064690.103439227, 20250464.92698746]",414.7229,4.0,0.006334051310058814,12ca5
"Sel Score: 0.77 RTime: 3739.679 Areas: [14846995.441665117, 11569174.075264484, 25262129.778084844, 21345376.37700635, 4961395.780994216, 15897451.109166417]",779.4037,2.0,0.023265835377077566,12ca5
"Sel Score: 0.77 RTime: 1509.27 Areas: [11679603.994429363, 23791501.123187378, 10755883.949435798, 26872046.167475168, 8671675.370213807, 11758352.759692933]",413.2094,4.0,0.0010738606678754453,12ca5
"Sel Score: 0.77 RTime: 1378.21 Areas: [17526254.4678665, 7629090.912335774, 4015702.542680149, 5017737.0160451, 7263334.893337839, 4774270.3800789565]",439.2073,4.0,0.02730317557160528,12ca5
"Sel Score: 0.77 RTime: 3039.716 Areas: [11622149.337331122, 15828416.915596321, 17767723.83496186, 4114115.1691931784, 4751085.941029647, 7435156.479458467]",416.9695,2.0,0.01827074589362271,12ca5
"Sel Score: 0.77 RTime: 2311.338 Areas: [14294193.426631108, 5460024.887428304, 12391413.058366682, 5967497.010163816, 5029847.198729057, 6565490.038135305]",432.486,4.0,0.010644097993452284,12ca5
"Sel Score: 0.77 RTime: 2565.433 Areas: [15279891.707357807, 26709026.893222477, 4832652.437793697, 6013185.405895483, 5710805.985140484, 5053417.762753125]",407.2289,4.0,0.0007378485673442426,12ca5
"Sel Score: 0.76 RTime: 2141.559 Areas: [14464233.859320445, 10922738.734379828, 4041094.747354123, 5833961.15012977, 11917046.026837302, 2274467.641363642]",395.9725,4.0,0.018254733970807974,12ca5
"Sel Score: 0.76 RTime: 2321.141 Areas: [14909006.3628772, 10570644.950481227, 12681276.356723567, 9823857.32660221, 16309925.076787464, 13540670.202666918]",428.2226,4.0,0.04705685023644618,12ca5
"Sel Score: 0.76 RTime: 2266.241 Areas: [30023733.347414494, 13701180.618129462, 23950873.292095568, 13534604.579255823, 9615394.01382427, 13093942.091223702]",415.2421,2.0,0.02402604282065161,12ca5
