Compound,m/z,z,p value,specificity,areas
Sel Score: 0.35 RTime: 1557.677,401.219,2.0,0.20385465907316316,Unclear,"[7186560.965428831, 4783783.917584812, 7183358.325475435, 10411971.995917637, 17083320.486667164, 7364298.911219634]"
Sel Score: 0.35 RTime: 1615.469,429.7335,4.0,0.20994279991437986,Unclear,"[5879045.358560284, 5770680.554048864, 7686977.908233991, 6323597.877534511, 12453964.71512209, 16430526.483088205]"
Sel Score: 0.35 RTime: 1969.161,387.9858,2.0,0.2104052082786401,Unclear,"[1331643.827707598, 8375609.2792135505, 3724957.666333407, 9566582.596184827, 7674015.813784743, 7226930.675680431]"
Sel Score: 0.35 RTime: 1699.861,379.2141,4.0,0.4665613512386695,Unclear,"[6998258.079401187, 2299480.75976221, 2926948.7186093414, 14463397.170926563, 5799040.542804045, 2043879.0746906651]"
Sel Score: 0.35 RTime: 2628.625,451.4801,4.0,0.21195600480416765,Unclear,"[11825303.157256672, 11592900.16908376, 8350762.379767028, 28074700.804104995, 18849851.304657992, 11108418.04547748]"
Sel Score: 0.35 RTime: 4054.542,620.3101,3.0,0.1689873506041491,Unclear,"[4543633.447441398, 3689397.759167108, 2136645.8249413515, 7627830.34138575, 3499936.6181501276, 7819308.756926331]"
Sel Score: 0.35 RTime: 1557.536,436.7337,4.0,0.38072020661406497,Unclear,"[3984755.37475962, 5173611.071327014, 5663297.274363672, 5714231.866328711, 16348364.784676407, 5023506.876823822]"
Sel Score: 0.35 RTime: 2903.98,421.7348,2.0,0.12074640672472262,Unclear,"[5467754.501523087, 6378646.940574583, 6685857.555874106, 15057519.706821736, 10579699.426417377, 8234551.101368433]"
Sel Score: 0.35 RTime: 2620.311,457.2342,2.0,0.2793093341811912,Unclear,"[10887764.99321988, 11535276.623464022, 7928045.499754975, 27014866.884562388, 7599662.547958942, 20877705.17584181]"
Sel Score: 0.35 RTime: 3771.795,635.6432,3.0,0.4093427165801425,Unclear,"[2641032.3288207687, 664529.6546406228, 3536636.921180117, 7621201.305049904, 3130122.9194458574, 1761792.3264926246]"
Sel Score: 0.35 RTime: 1813.553,350.3944,5.0,0.16902582221084755,Unclear,"[2700472.0834774678, 3323475.006981233, 966243.7052692117, 4529951.710578326, 5668140.410877662, 2596650.859426214]"
Sel Score: 0.35 RTime: 2014.007,438.4756,4.0,0.2792361958567795,Unclear,"[13867115.392368246, 2394388.464087804, 6734444.3518366385, 12846593.274446305, 8088227.11469171, 21166271.34372947]"
Sel Score: 0.35 RTime: 2193.984,383.7146,2.0,0.37303534057845195,Unclear,"[7637389.328710797, 2744960.9737342894, 5998057.012693103, 17075480.055622865, 3395523.0699466504, 9531339.433475025]"
Sel Score: 0.35 RTime: 2162.882,424.469,2.0,0.588940940373442,Unclear,"[7280112.833881167, 9513443.199352695, 10262265.623396635, 39887494.30699404, 2580447.032862866, 7098551.1693285145]"
Sel Score: 0.35 RTime: 2286.182,387.4871,4.0,0.46776640210436676,Unclear,"[5025802.943969437, 2727328.753133283, 6288435.949597614, 17312430.722491857, 3537185.1929601924, 4938572.616699808]"
Sel Score: 0.35 RTime: 1423.971,337.1882,5.0,0.05178443460464965,Unclear,"[3442958.37896984, 2530660.5706676003, 2157417.9197327113, 3712776.114942342, 5859152.423849235, 5362028.61800564]"
Sel Score: 0.35 RTime: 1600.071,403.7204,4.0,0.11080759985132675,Unclear,"[3724309.0462037413, 5220535.151845378, 6363779.356820417, 12144628.033418315, 9653710.841718232, 6326240.991905898]"
Sel Score: 0.35 RTime: 1649.464,451.2306,2.0,0.2433419340613746,Unclear,"[2548041.092627372, 4870673.119063335, 3710661.187295586, 9167272.624629574, 8286010.286431973, 2997900.97827259]"
Sel Score: 0.35 RTime: 1443.047,427.2212,2.0,0.1347572477985851,Unclear,"[5117496.044044737, 5478678.140149988, 2872411.3722688803, 11355260.95073169, 5763710.4869387485, 7639501.101196488]"
Sel Score: 0.35 RTime: 3761.027,567.619,3.0,0.46400559568695293,Unclear,"[3834143.1224223305, 8501825.800148956, 1577349.2512984404, 16619581.603238873, 2870908.9448930416, 6087199.496606087]"
Sel Score: 0.35 RTime: 1513.899,437.4793,4.0,0.3953203360138615,Unclear,"[6767656.083271987, 4168652.2758196564, 11870492.38137782, 24077707.59534376, 14079368.04178313, 3783973.538121246]"
Sel Score: 0.35 RTime: 1892.018,401.2136,4.0,0.2142983735367712,Unclear,"[7441540.370872893, 6071296.39959486, 4688626.345109234, 16903168.316381563, 8766175.165713247, 7809077.908408312]"
Sel Score: 0.35 RTime: 3833.74,585.2916,3.0,0.3722962800279277,Unclear,"[7115577.147272168, 4347168.89723647, 5347609.748268688, 6388137.046145374, 18577216.217008095, 5983089.164987842]"
Sel Score: 0.35 RTime: 1893.069,398.7409,2.0,0.40746716104303826,Unclear,"[7819135.704462046, 4611556.727185573, 10096.0, 13493402.569588128, 5656833.917055059, 3759341.4757662015]"
Sel Score: 0.35 RTime: 3180.021,483.2353,4.0,0.18849923608507363,Unclear,"[9635106.700517276, 2900395.8184567075, 5032554.478030832, 7249516.107627783, 9818115.816206774, 15301509.108564345]"
Sel Score: 0.35 RTime: 1717.388,425.9861,4.0,0.2966304101958282,Unclear,"[7053472.821628112, 4863057.949803558, 5735270.481606624, 17627681.167227414, 9285871.72981926, 5610227.921698088]"
Sel Score: 0.35 RTime: 3897.024,600.6377,3.0,0.4477578703677635,Unclear,"[5038647.016650911, 3735863.6391081465, 6320242.344460433, 18050250.39941235, 2888076.4063497246, 6923786.009418385]"
Sel Score: 0.35 RTime: 1374.585,357.4013,5.0,0.3434802652075442,Unclear,"[3507794.991858782, 2329774.9743645005, 3333901.740351827, 9811218.500569122, 4131004.09137351, 3000705.9377176045]"
Sel Score: 0.35 RTime: 1637.215,393.2164,2.0,0.23363238108546325,Unclear,"[5575540.735471477, 1682485.4474323913, 7106850.751550887, 7022187.52206516, 13473345.460876064, 6049052.275901466]"
Sel Score: 0.35 RTime: 1973.814,392.9613,2.0,0.361997270361584,Unclear,"[6662850.389988664, 10011.0, 2419579.380098408, 3995582.0248130397, 4114349.2827902026, 8697471.97467942]"
Sel Score: 0.35 RTime: 2043.207,456.239,4.0,0.07664571543651819,Unclear,"[9745094.178447673, 7923729.645171712, 3751343.2523776526, 16891394.799251962, 11295757.560765933, 11439268.837873537]"
Sel Score: 0.35 RTime: 1378.746,391.7199,4.0,0.42305094786012754,Unclear,"[866324.8482355031, 2624592.470218112, 360386.1411951282, 1530259.2593009819, 1239488.4974567743, 4361640.6334524825]"
Sel Score: 0.35 RTime: 1837.273,416.2365,2.0,0.42956799283210384,Unclear,"[5422202.043519245, 7546642.078303697, 15050532.39443482, 12943185.882900057, 6176245.254595445, 32852299.398557365]"
Sel Score: 0.35 RTime: 3160.988,466.9797,2.0,0.040871732636704065,BeadsOnly,"[1998342.6985735963, 4056225.00281166, 4042996.054537451, 5750870.545477273, 7593518.253252175, 5385542.451336492]"
Sel Score: 0.35 RTime: 1199.055,337.7912,5.0,0.26348440960323505,Unclear,"[1316699.2057156968, 1733855.9448381108, 656008.210755449, 2864145.9876890793, 3098165.5425102995, 919651.2228783262]"
Sel Score: 0.35 RTime: 1862.489,400.4708,2.0,0.4249483667198276,Unclear,"[7662625.373788502, 11604173.62351099, 3842289.3949772976, 12545369.791163009, 26477533.018481128, 3919817.939324278]"
Sel Score: 0.35 RTime: 3817.868,588.6435,3.0,0.010008916880813146,BeadsOnly,"[3656165.2888738, 5544270.70921905, 4038552.5226979577, 7230859.975351947, 8117774.33163193, 9262155.586771036]"
Sel Score: 0.35 RTime: 2012.528,444.483,4.0,0.30335419448040957,Unclear,"[6814076.683295054, 6217025.673693738, 5962291.995711175, 19408335.22407257, 6089234.569259933, 9827559.853765601]"
Sel Score: 0.35 RTime: 2530.251,392.9575,4.0,0.26132898895462764,Unclear,"[3306900.3388112234, 5016924.227345464, 5647610.22842654, 6624651.014482627, 5521360.2667685775, 13846797.606565226]"
Sel Score: 0.35 RTime: 3972.116,556.6293,3.0,0.4071516778934532,Unclear,"[2330398.407722269, 5736075.350104706, 1310444.3899496198, 10747497.250720508, 2816243.7344600684, 3915492.289422155]"
Sel Score: 0.35 RTime: 1981.333,394.9712,2.0,0.14725035756988047,Unclear,"[5409256.792515058, 6767043.793553757, 7644325.2693034485, 17406630.338519614, 9580628.46668159, 9961979.068637978]"
Sel Score: 0.35 RTime: 3450.174,598.6296,3.0,0.16995990601698588,Unclear,"[12993284.396545377, 6660364.26064289, 5410380.623218151, 9873733.249060374, 14991277.306475783, 21865972.005204476]"
Sel Score: 0.35 RTime: 701.308,554.7768,4.0,0.37908606881124257,Unclear,"[7380271.028715448, 5641065.753514337, 4053743.2188004246, 3450782.930489312, 9798614.6063631, 18655131.79154363]"
Sel Score: 0.35 RTime: 1489.978,438.7496,4.0,0.22979175809325003,Unclear,"[6598856.9163251985, 5114753.6135872435, 754753.5656592766, 7768588.571366795, 11002031.84216515, 4560458.512554574]"
Sel Score: 0.35 RTime: 1966.602,456.9898,4.0,0.26436022854672075,Unclear,"[3316811.545835115, 4170389.506127112, 3077434.0985196116, 4468706.130179516, 10609500.660284556, 4700350.78542043]"
Sel Score: 0.35 RTime: 4099.533,586.9816,3.0,0.3822865950289514,Unclear,"[3086001.1820996455, 2192668.4472933444, 1735753.711108663, 8036796.386429599, 2276358.643911629, 2824541.8905759654]"
Sel Score: 0.35 RTime: 3096.679,428.236,2.0,0.31732458732553154,Unclear,"[4315833.935809652, 6150459.834501091, 5560850.687918875, 16764998.970971057, 8538929.775056489, 4750890.376196993]"
Sel Score: 0.35 RTime: 3859.751,595.9718,3.0,0.3394808169020675,Unclear,"[4221704.269665507, 3696009.253194105, 5498136.43572969, 13790230.068114305, 8523064.683084048, 2862780.4550980804]"
Sel Score: 0.35 RTime: 3275.416,474.7535,2.0,0.1844777640671443,Unclear,"[1821202.8878850713, 2787502.3453652924, 2533884.278838331, 6281633.712917236, 2561431.8465791717, 4582894.317601252]"
Sel Score: 0.35 RTime: 1187.177,393.2232,2.0,0.5910859357059957,Unclear,"[2164352.4427433605, 3781682.422476037, 2878404.874510488, 13490694.771701584, 10156.0, 3093700.9202670655]"
Sel Score: 0.35 RTime: 1989.857,414.9732,4.0,0.453001491508516,Unclear,"[28009247.77489801, 6205000.308772061, 16811440.831521425, 35344685.16915237, 57695825.71091118, 2993596.6175574637]"
Sel Score: 0.35 RTime: 2206.793,412.998,2.0,0.29327180911875256,Unclear,"[6477610.634180453, 13126115.383802308, 3264110.7771018464, 23265622.163158048, 8160935.423130227, 11613464.413678326]"
Sel Score: 0.35 RTime: 1398.849,415.2184,2.0,0.3521296334071315,Unclear,"[3470631.305435364, 5982923.5371233225, 2291761.392642354, 7439977.112863716, 12275285.654905275, 2396348.523420902]"
Sel Score: 0.35 RTime: 1893.795,397.7322,2.0,0.37275795872827866,Unclear,"[5777572.174230166, 8831161.538730774, 10537487.481277496, 28676296.81437944, 11015592.41405366, 7704964.794532748]"
Sel Score: 0.35 RTime: 1255.145,421.4841,4.0,0.3740542864368697,Unclear,"[1809519.1628711685, 3436234.1178517947, 2343964.2133471617, 2272227.2101107524, 8689557.565668413, 3379836.4397445703]"
Sel Score: 0.35 RTime: 3629.152,548.2706,3.0,0.30752369253512785,Unclear,"[7522966.101766949, 2938184.666517911, 1611282.8636617255, 7647877.588365847, 11821677.38811714, 3359390.180260774]"
Sel Score: 0.35 RTime: 1780.463,419.4737,4.0,0.35067735526030885,Unclear,"[2632543.763753246, 10750411.873673001, 11039526.029842028, 26693696.32513841, 12808882.894949863, 6722020.145216096]"
Sel Score: 0.35 RTime: 4247.472,598.6363,3.0,0.05551841098908704,Unclear,"[3158439.2448327336, 1570869.368822499, 2494243.8849722105, 5678142.5540788425, 4486010.805802352, 3512313.947431281]"
Sel Score: 0.35 RTime: 1876.043,395.7335,2.0,0.051914391264994995,Unclear,"[6164832.445301964, 3939378.6753594074, 9767573.434755184, 10465446.17300004, 14059243.881492343, 13108703.585527442]"
Sel Score: 0.35 RTime: 1442.584,419.4704,4.0,0.30810509891894006,Unclear,"[3658904.887511718, 3870382.9703159276, 4437120.348059079, 3098018.2670057556, 12246636.216106078, 7357983.670574684]"
Sel Score: 0.35 RTime: 1399.616,406.7163,4.0,0.35691406717290824,Unclear,"[3537260.8216237905, 2806071.2293386254, 2160796.6210726323, 5470870.0124642085, 9045034.646611609, 1620748.3883438352]"
Sel Score: 0.34 RTime: 1802.683,375.9637,4.0,0.45988492258457636,Unclear,"[1771849.6204395383, 3778881.0225314894, 2823422.2771909507, 3487681.9267863166, 10739138.088400736, 1702649.2380725073]"
Sel Score: 0.34 RTime: 1934.82,439.5011,4.0,0.41790271609304314,Unclear,"[5179615.220634734, 3300389.2041936927, 2906834.23167305, 3813291.3353841584, 13969921.67408792, 3878525.0115002766]"
Sel Score: 0.34 RTime: 2151.81,399.2467,2.0,0.17030401524605254,Unclear,"[3448736.5746000204, 1596749.3821709922, 7162868.372266619, 9688181.859766584, 8655530.133329635, 4882262.573791417]"
Sel Score: 0.34 RTime: 1772.221,419.9605,4.0,0.06080705054117205,Unclear,"[4026569.2281648363, 6430462.561987869, 2532633.7266712193, 7413194.1004804615, 8498350.241941104, 8807474.156154333]"
Sel Score: 0.34 RTime: 3279.286,508.76,2.0,0.3790045722093948,Unclear,"[1423770.3053988786, 1464269.029827739, 1746295.6039915187, 5410682.875975744, 1350318.5803986755, 2075450.001641235]"
Sel Score: 0.34 RTime: 3844.801,614.6308,3.0,0.3983070726504917,Unclear,"[5812787.046724868, 3729274.917396275, 2989394.2864038846, 15042720.207336217, 5021276.691687977, 3848955.831545647]"
Sel Score: 0.34 RTime: 1727.985,418.47,4.0,0.4263325327536072,Unclear,"[3949915.875435199, 8425229.663388552, 8876607.699578576, 26472651.673098512, 8328420.164996041, 5850460.833207891]"
Sel Score: 0.34 RTime: 1968.942,410.4823,4.0,0.16125279035833245,Unclear,"[6961711.41516079, 11495161.611402106, 3634324.5692984825, 19263361.2445131, 14437409.928508768, 8563579.018882852]"
Sel Score: 0.34 RTime: 1445.697,449.7452,2.0,0.12873504749798254,Unclear,"[5621571.836967112, 2824327.235707059, 2973198.3426697836, 9368998.135495475, 4443188.36038833, 8035267.8747123405]"
Sel Score: 0.34 RTime: 3802.753,558.2915,3.0,0.08677771449899851,Unclear,"[3542898.9305110816, 4931198.654154882, 3408904.709839331, 6262676.925786222, 10080432.203183101, 6395021.202657621]"
Sel Score: 0.34 RTime: 1182.511,339.989,5.0,0.308394371645949,Unclear,"[1031249.6513045718, 434557.3116739007, 2376306.4083412597, 1010570.3596714885, 3795555.8370347316, 2549286.954284355]"
Sel Score: 0.34 RTime: 3733.499,649.643,3.0,0.0935832149065816,Unclear,"[1554313.8456212531, 2123397.38727895, 2355115.6713270075, 3295531.8441997278, 3109322.1217297465, 5171830.103368874]"
Sel Score: 0.34 RTime: 3797.134,560.9534,3.0,0.42116335854568293,Unclear,"[5674433.388763489, 6612881.116302652, 2687795.2092760857, 18276881.142620813, 2918075.398662244, 7548311.3015842615]"
Sel Score: 0.34 RTime: 3452.637,556.2983,3.0,0.4408508109960997,Unclear,"[4821005.286401898, 15589019.956284758, 16788526.98379701, 45296471.25824731, 21709686.846149437, 4451917.303767679]"
Sel Score: 0.34 RTime: 1741.909,357.3963,5.0,0.32647666402543585,Unclear,"[2551332.2629471445, 2767568.397965097, 2508300.3349953303, 8421673.04376484, 4617594.944017227, 1996965.2302858194]"
Sel Score: 0.34 RTime: 1460.229,415.734,4.0,0.2017628219460304,Unclear,"[12361865.220132846, 2536218.0120834867, 4529821.6399545865, 17363756.55737691, 9666153.086599758, 10299853.350027917]"
Sel Score: 0.34 RTime: 1036.169,424.7279,4.0,0.2226525117261976,Unclear,"[1295046.363502124, 1240640.5822737387, 634407.5318731663, 1847726.423096946, 1152068.8285054448, 3101684.9794374704]"
Sel Score: 0.34 RTime: 961.304,348.3953,5.0,0.10267944804244909,Unclear,"[365642.3836057784, 239979.10208519647, 769322.452958613, 886697.626893183, 688230.9028013737, 1074548.7643232993]"
Sel Score: 0.34 RTime: 2021.335,443.4819,4.0,0.24103058204746955,Unclear,"[11777036.790591145, 6886145.479068543, 2413667.492491523, 19536230.407852873, 14564092.064060532, 6532027.930478446]"
Sel Score: 0.34 RTime: 969.935,405.4688,2.0,0.24009658478635673,Unclear,"[360246.05290317483, 531921.9809055433, 824133.6557993342, 615678.1031275386, 1724038.67038404, 973420.9658338093]"
Sel Score: 0.34 RTime: 1463.866,421.9858,2.0,0.06621741049381195,Unclear,"[5323594.633451315, 1748866.7090822076, 4961132.014381767, 7096379.28219189, 6557022.414578566, 9576437.655488688]"
Sel Score: 0.34 RTime: 1380.941,434.4958,2.0,0.1044421403253223,Unclear,"[2368638.0793533456, 3352326.4455639087, 1983568.013945811, 5947371.51304243, 3131609.7635488436, 5810863.663557048]"
Sel Score: 0.34 RTime: 2662.15,404.2151,4.0,0.4945932232841336,Unclear,"[12221766.944228414, 11602653.731279343, 10178.0, 32398613.163989864, 8895720.899672776, 4774817.504933078]"
Sel Score: 0.34 RTime: 1681.585,414.7395,2.0,0.25957331688408836,Unclear,"[7812831.971027201, 4062683.802069937, 4850051.099546376, 15949735.09973346, 11992443.056822242, 4418653.347287309]"
Sel Score: 0.34 RTime: 3828.657,532.6342,3.0,0.20793897852313956,Unclear,"[2552004.3312732144, 1547758.1564140539, 1002534.4632909562, 2726853.8818994137, 5029100.309364471, 2125639.5296724206]"
Sel Score: 0.34 RTime: 1884.631,328.9892,5.0,0.19154449609021154,Unclear,"[1601407.9331515012, 1886210.695718311, 2304814.650833146, 5151086.899733909, 1943782.9441624752, 4123326.0424247067]"
Sel Score: 0.34 RTime: 2249.447,455.2449,2.0,0.04724350726126956,BeadsOnly,"[10084895.569877086, 16056756.407585237, 7785544.735026447, 27485456.73906444, 19146635.542882066, 19100640.2015113]"
Sel Score: 0.34 RTime: 2795.37,437.7261,2.0,0.15396887114221564,Unclear,"[10094492.2783041, 8265959.971579453, 2492179.7789698746, 18594032.79965087, 8675378.256516319, 13135198.540546378]"
Sel Score: 0.34 RTime: 1141.569,425.2262,2.0,0.4331978992420211,Unclear,"[2510579.3316000374, 689956.285638273, 2778167.5930888406, 7632261.103700648, 2334003.0784391835, 1621166.7420224817]"
Sel Score: 0.34 RTime: 1787.424,351.7954,5.0,0.2565128288621024,Unclear,"[2517052.156171962, 2948174.496370629, 956268.5868837769, 4842376.590348331, 1661739.5444289055, 5954824.414028757]"
Sel Score: 0.34 RTime: 2018.86,432.7306,4.0,0.18086400295640473,Unclear,"[6154062.572596945, 13523555.679192975, 9311225.614360776, 13986673.855002362, 28071463.065487236, 14189777.493594913]"
Sel Score: 0.34 RTime: 1970.716,435.9885,4.0,0.2164959194416632,Unclear,"[6792955.544809738, 12148763.73636486, 7776829.524196517, 14321634.876072967, 26758942.629993036, 10890785.691248963]"
Sel Score: 0.34 RTime: 4982.579,730.2395,2.0,0.0417933609020061,BeadsOnly,"[5110982.1888173, 13342863.742398929, 11794599.770878242, 16514670.878679834, 21745775.851647466, 20669133.930047538]"
Sel Score: 0.34 RTime: 1562.105,429.2406,2.0,0.2839516478511374,Unclear,"[8683589.67082555, 5760106.474661481, 3328055.624633443, 19269958.530504104, 8595052.23258853, 6788388.911063493]"
Sel Score: 0.34 RTime: 1688.392,453.231,2.0,0.41273507267220433,Unclear,"[4512282.634516213, 4047472.914988904, 2076455.5343466164, 13495089.409756944, 4447357.292892878, 2896428.519291643]"
Sel Score: 0.34 RTime: 3254.778,568.6119,3.0,0.3668931919886177,Unclear,"[7167319.630796182, 11213135.35828263, 9986020.201412922, 33288920.763008855, 6336987.152909601, 16073253.33787875]"
Sel Score: 0.34 RTime: 1877.385,433.7437,4.0,0.218330932550004,Unclear,"[10530993.755029144, 4986734.4739967175, 2279074.7869641725, 17605428.549566854, 7670733.491677445, 9676864.87549677]"
Sel Score: 0.34 RTime: 1681.231,399.2088,2.0,0.2148684952842341,Unclear,"[5178901.167479972, 2131492.299741811, 7103835.877714278, 14674865.917525997, 6605452.346683807, 7064156.832441805]"
Sel Score: 0.34 RTime: 3833.995,616.3144,3.0,0.19927267205303467,Unclear,"[7609659.217506217, 1148794.22863011, 3512089.3050276404, 11352778.190511042, 5322731.392876044, 7507750.857084736]"
Sel Score: 0.34 RTime: 1880.006,446.4895,4.0,0.48214267189709437,Unclear,"[6734780.089604946, 8282529.180076844, 6805579.9582210705, 30790944.66546095, 4908812.125407933, 7328340.582487469]"
Sel Score: 0.34 RTime: 1401.62,342.5915,5.0,0.25833372112328723,Unclear,"[2650121.0885082865, 3486136.1084557525, 1530342.1617253541, 4342996.404260512, 8106358.103931502, 2671691.1843069047]"
Sel Score: 0.34 RTime: 1388.984,378.0046,5.0,0.24148368418110122,Unclear,"[1235383.585527367, 1223475.5739956512, 1871242.0461402584, 4319107.178790735, 1330190.1894077526, 2894954.2838546457]"
Sel Score: 0.34 RTime: 4054.257,548.3033,3.0,0.42380591771077136,Unclear,"[9771.0, 2890676.253237826, 1647027.929266158, 1680685.1345480392, 5768662.59512973, 1529874.892090545]"
Sel Score: 0.34 RTime: 1711.923,394.4662,4.0,0.1483089133858182,Unclear,"[8793693.641673269, 1879238.4066941561, 3484577.7525518937, 11887340.989713145, 8231838.1498183375, 7845158.993732747]"
Sel Score: 0.34 RTime: 1414.241,326.5907,5.0,0.3002358009446572,Unclear,"[3481399.036682898, 1025262.4435900669, 908246.5677535738, 5442812.77021238, 3926495.137013255, 1345451.6039410399]"
Sel Score: 0.34 RTime: 2153.844,415.4628,4.0,0.1821429975542109,Unclear,"[6987889.231752813, 7346925.211784479, 6183389.905202431, 9287571.621218445, 11180413.825822445, 20137185.81786623]"
Sel Score: 0.34 RTime: 3673.014,616.976,3.0,0.23424282735765192,Unclear,"[4319114.917489844, 2584790.690566752, 4545823.006943277, 3115912.1846085186, 10434679.840138808, 9121090.838672373]"
Sel Score: 0.34 RTime: 1331.418,412.727,2.0,0.3913403349710811,Unclear,"[2780208.6032360066, 7318542.772765594, 3487318.8643861613, 3389251.6001476804, 16865262.96751938, 6660378.866169206]"
Sel Score: 0.34 RTime: 2668.994,443.7117,2.0,0.22063087267799575,Unclear,"[4734298.119105105, 9865.0, 2805730.903991025, 4069890.322460651, 4015967.1417401033, 6881901.9798306385]"
Sel Score: 0.33 RTime: 1686.748,436.9784,4.0,0.09312057451672527,Unclear,"[4903939.351768694, 5100257.587394276, 5388106.104045714, 10372550.0320048, 7202501.848491756, 12984500.026249353]"
Sel Score: 0.33 RTime: 1859.567,415.7393,2.0,0.0026962375381845696,BeadsOnly,"[4509775.616702034, 6293654.934714914, 4829948.216834141, 10702792.29956441, 10689198.809781829, 9649136.520967267]"
Sel Score: 0.33 RTime: 2601.799,562.3031,3.0,0.6063102787037078,Unclear,"[13609545.09961564, 39606426.97823315, 8903008.845333131, 106747966.25077125, 9858.0, 16635591.093851577]"
Sel Score: 0.33 RTime: 1377.013,336.9948,5.0,0.1208252724824971,Unclear,"[1799010.9709555139, 1601242.964273851, 3511878.4338139603, 5676774.765125724, 2731722.143107326, 5349846.315591073]"
Sel Score: 0.33 RTime: 2062.043,429.2407,4.0,0.1947408408298918,Unclear,"[18232070.810452525, 5602236.101443629, 9629650.175563443, 24292540.71518434, 31000406.990933962, 11334456.979349341]"
Sel Score: 0.33 RTime: 1772.615,390.7108,4.0,0.057480208699457566,Unclear,"[2807243.5225437083, 6251242.996747538, 7315786.473741978, 12868219.408696285, 11845179.601082813, 7889096.957379823]"
Sel Score: 0.33 RTime: 1978.804,402.7206,4.0,0.20751791347987697,Unclear,"[11465030.02319978, 2362417.767119098, 4816356.317158979, 15687816.245403301, 6255482.131931727, 15236177.464155648]"
Sel Score: 0.33 RTime: 1790.852,437.493,2.0,0.33374610443044295,Unclear,"[8359416.092819555, 3743308.1881117267, 8371737.446836107, 11728415.060579438, 23743968.452173334, 5386015.681175929]"
Sel Score: 0.33 RTime: 1167.04,354.997,5.0,0.07477343800108503,Unclear,"[1772470.3449999895, 810495.8546638334, 800749.6630001536, 2826236.810501381, 2285159.793818617, 1646540.7917852367]"
Sel Score: 0.33 RTime: 1819.728,442.7492,2.0,0.3304252770127169,Unclear,"[718727.9085253779, 5562105.687758019, 3576532.547672291, 9995533.424191032, 1724852.55459336, 7987560.383490347]"
Sel Score: 0.33 RTime: 1937.973,443.7249,2.0,0.09022248072566774,Unclear,"[5453302.9706136845, 6087902.20214266, 11891237.872633463, 15370398.084581755, 20509822.411099434, 10998859.56664292]"
Sel Score: 0.33 RTime: 4196.808,578.2986,3.0,0.1523052429973565,Unclear,"[889132.5012634017, 693110.8929400332, 2748638.9942923216, 2158840.846330906, 3759563.356820536, 2775941.42112517]"
Sel Score: 0.33 RTime: 2006.751,435.7484,2.0,0.1421537342812055,Unclear,"[17371235.83335831, 1863833.5427094833, 11419077.059177235, 14496741.974938884, 24838850.800693482, 22261665.31300467]"
Sel Score: 0.33 RTime: 2162.067,426.2438,4.0,0.5208158079208853,Unclear,"[9617599.111796293, 6447627.939507845, 15562090.227118295, 48436916.26516647, 10383884.184720226, 4752675.443997728]"
Sel Score: 0.33 RTime: 3324.277,582.9683,3.0,0.22986020577741878,Unclear,"[12890457.275191808, 5734140.8609385565, 4137561.032276801, 18114873.292525485, 6505012.821730859, 21148014.467153464]"
Sel Score: 0.33 RTime: 3271.961,558.2803,3.0,0.37785866876016794,Unclear,"[3459798.3470548065, 5567551.215016248, 11949936.450203642, 25621254.65807233, 12145036.760577219, 4413669.216823343]"
Sel Score: 0.33 RTime: 1872.861,415.9899,4.0,0.38006179980569055,Unclear,"[9660690.033789873, 6161864.428997751, 6329589.072551876, 27812516.99208364, 11270659.103495149, 5492161.362081606]"
Sel Score: 0.33 RTime: 1686.53,357.1946,5.0,0.33439627595708693,Unclear,"[6140653.528708176, 600027.3197445037, 3781176.4687773087, 9743400.273136424, 9821540.16839721, 1650613.479955031]"
Sel Score: 0.33 RTime: 3806.727,550.946,3.0,0.2395975133571633,Unclear,"[5575508.627922703, 10181.0, 3326157.1930916123, 8369762.346028725, 6294944.800874489, 3307088.2281256067]"
Sel Score: 0.33 RTime: 1797.295,338.1864,5.0,0.2811314373926925,Unclear,"[2204738.256502346, 5992736.821081147, 3665884.297862719, 13519763.486039856, 5718156.486695523, 4749333.71972506]"
Sel Score: 0.33 RTime: 3538.062,625.6306,3.0,0.23877309851610204,Unclear,"[2703910.726332312, 8126053.38438642, 2096692.3652344397, 5606117.398239035, 6881401.525698527, 13651233.796856465]"
Sel Score: 0.33 RTime: 2193.639,459.7413,2.0,0.23412341810295803,Unclear,"[6587903.068245986, 6123591.575537008, 4768811.35980588, 17784244.641557768, 12089083.237298654, 5475067.654065751]"
Sel Score: 0.33 RTime: 1628.47,445.4964,4.0,0.20545112181132957,Unclear,"[5009600.877905559, 1955747.7890272231, 1990143.2009132744, 8986381.799460016, 3252007.4186249906, 5877748.9957894785]"
Sel Score: 0.33 RTime: 2126.973,417.9791,2.0,0.3001600158495788,Unclear,"[10900361.258634979, 19382694.0463244, 7502285.121621747, 35149321.363901705, 6835136.491867006, 34551383.69832349]"
Sel Score: 0.33 RTime: 2521.141,398.8782,4.0,0.14759541507539223,Unclear,"[39421892.95148202, 21849339.518207263, 23312949.200540625, 40795627.45644571, 47385290.371181004, 83471236.90799575]"
Sel Score: 0.33 RTime: 994.464,362.6091,5.0,0.06811486448597888,Unclear,"[351826.9864067481, 662394.1984752808, 950906.5625024885, 1569535.3548996379, 919397.1210584834, 1503181.1092535062]"
