Compound,m/z,z,p value,specificity,areas
Sel Score: 0.71 RTime: 2365.187,557.3074,3.0,0.20094444796248848,Unclear,"[17148224.256641157, 7956904.017304726, 27423537.512273334, 8656352.061642935, 5677933.889362228, 6749685.866572824]"
Sel Score: 0.71 RTime: 1389.732,416.2462,2.0,0.2739040683798875,Unclear,"[11761632.325940331, 2263209.5001669857, 6500750.525709577, 2824997.365119181, 568788.2852439282, 4848235.527571675]"
Sel Score: 0.71 RTime: 1365.817,406.2106,4.0,0.09096608046983277,Unclear,"[3930705.559315359, 5550428.681755881, 2669301.6461461578, 1372953.6555435956, 2108088.2857204573, 1399591.4862853964]"
Sel Score: 0.71 RTime: 3106.473,438.4825,2.0,0.09464804352833064,Unclear,"[7437958.7646639515, 9763579.478503149, 15298543.527029064, 5958142.251317151, 4147182.83587299, 2950430.53545643]"
Sel Score: 0.71 RTime: 2299.635,408.9698,2.0,0.02853424834001425,12ca5,"[28089150.248726588, 30380438.58728605, 22196066.216348376, 16698029.333107442, 3958713.442501629, 11754112.734719802]"
Sel Score: 0.71 RTime: 2785.176,540.6111,3.0,0.039033830977738423,12ca5,"[21100869.074424688, 22548725.793676917, 32022901.66713652, 10669359.86358767, 8207380.155855684, 11541665.102409316]"
Sel Score: 0.71 RTime: 2475.235,419.9707,4.0,0.13276604402602066,Unclear,"[43025028.18664297, 16807812.69149806, 32170080.5992424, 15264049.596832398, 11361646.749629693, 10392625.364409545]"
Sel Score: 0.71 RTime: 1204.773,444.9858,2.0,0.14413753119931366,Unclear,"[2142877.944896265, 4092058.5005225386, 3625995.7262268527, 622538.8287999308, 295961.80231082777, 3049333.5979964756]"
Sel Score: 0.71 RTime: 3065.54,420.7373,4.0,0.10761633840904784,Unclear,"[12065376.457903797, 5338889.642805847, 12189857.5418282, 5337467.817027213, 2419549.2554653334, 4151332.8251356734]"
Sel Score: 0.71 RTime: 2329.558,414.968,2.0,0.2518870654590298,Unclear,"[42834335.67204507, 10634451.587679572, 21672236.19085481, 13437490.392524159, 8509365.037906645, 8289740.94414853]"
Sel Score: 0.71 RTime: 2016.559,408.2463,2.0,0.3870916795191447,Unclear,"[4768555.335398077, 27255478.763017364, 7228879.117577693, 7884241.702671063, 3084541.8080217424, 4830117.904150112]"
Sel Score: 0.71 RTime: 1305.157,429.9958,4.0,0.09183229014420013,Unclear,"[5775644.083829098, 2695679.856814266, 5685339.966288393, 1071001.2339196892, 2058506.6770381087, 2569868.0798800522]"
Sel Score: 0.71 RTime: 3950.219,569.9668,3.0,0.07224001040479121,Unclear,"[5506600.640741435, 9239666.239163004, 5191593.9899255205, 2314445.7581543336, 1567942.986810108, 4144984.799229295]"
Sel Score: 0.71 RTime: 2028.284,391.2152,4.0,0.07557293792473063,Unclear,"[9769505.344030643, 16696165.326855037, 10594225.0937063, 4519522.889920937, 5424560.668321774, 4979763.500992117]"
Sel Score: 0.71 RTime: 1206.914,433.2276,2.0,0.2493134929585211,Unclear,"[10149060.718825791, 3461099.1261084117, 3775307.0856227814, 2787175.1264721383, 1144529.616532034, 3071922.0140034915]"
Sel Score: 0.71 RTime: 2415.742,558.9559,3.0,0.036061297419192846,12ca5,"[22624989.846501175, 14150493.569717923, 15702008.658271233, 3301688.79202474, 8909467.71941848, 8966839.717315966]"
Sel Score: 0.71 RTime: 2744.571,483.2548,2.0,0.0024293202877004407,12ca5,"[11522686.502580302, 13242392.924265437, 10621888.377409019, 3604134.030523603, 5629747.313305289, 5050352.26645312]"
Sel Score: 0.71 RTime: 2544.923,418.7387,4.0,0.28089160659916285,Unclear,"[7320533.290410487, 8195989.292071283, 23827590.42921044, 6965911.6685992675, 4541425.716373992, 4378380.90207955]"
Sel Score: 0.71 RTime: 2588.891,403.2349,2.0,0.2493426324621826,Unclear,"[23355438.87875706, 10926114.926895559, 44500943.69565217, 20007332.63240233, 4919793.8626394775, 6889846.299928761]"
Sel Score: 0.71 RTime: 2353.812,461.748,4.0,0.08200266323769613,Unclear,"[16328133.345996022, 17228716.694916043, 29240910.184939492, 8694856.92745857, 10919052.760063332, 5751382.428160472]"
Sel Score: 0.71 RTime: 1397.137,413.74,2.0,0.1485482596941704,Unclear,"[5932629.686652617, 3164481.3855764624, 8736125.325179545, 1455538.5933111755, 3300192.040577125, 2451075.179617125]"
Sel Score: 0.71 RTime: 2152.175,448.4986,2.0,0.1848667261163984,Unclear,"[17360014.49108, 5044035.497685305, 14961655.983512638, 6132591.36236904, 5030599.511151053, 3938466.567824901]"
Sel Score: 0.71 RTime: 3362.308,483.2427,2.0,0.004585603582617843,12ca5,"[6637707.096124449, 8505742.21946598, 7000299.071042433, 3553072.9919715975, 2178531.45243334, 3219405.562018443]"
Sel Score: 0.71 RTime: 2359.913,517.6174,3.0,0.2346289439575909,Unclear,"[24761904.297387328, 6882209.272571124, 12805965.36468203, 5822317.081710096, 5336553.967438084, 6809077.458017834]"
Sel Score: 0.71 RTime: 3332.683,584.2864,3.0,0.2659470978885388,Unclear,"[11731963.942757798, 23450350.791298073, 5343362.065429092, 7632597.809179836, 3694604.0753166345, 5057747.57251916]"
Sel Score: 0.71 RTime: 3056.372,422.487,4.0,0.16370973415816756,Unclear,"[14979343.934449058, 6078878.942747385, 18612470.66505323, 10283051.531416228, 3361464.970556257, 2396184.0759161673]"
Sel Score: 0.71 RTime: 1104.944,446.239,2.0,0.2446353713216189,Unclear,"[7218158.702373027, 2957832.4880932854, 2360911.1944497586, 1498862.366122563, 1917757.7128823274, 1653000.3539291278]"
Sel Score: 0.71 RTime: 2306.471,445.0054,2.0,0.10760470115428868,Unclear,"[12900825.618138375, 6862470.821441784, 11474764.345997378, 4589785.619437277, 9799.0, 8033783.261278306]"
Sel Score: 0.71 RTime: 2288.875,451.9898,4.0,0.08454004569481999,Unclear,"[14419994.984544322, 21883774.59700769, 24153450.51683295, 10289.0, 13559642.058405396, 10881612.634302393]"
Sel Score: 0.71 RTime: 1696.744,430.2525,2.0,0.14530775151401468,Unclear,"[11342861.894108955, 8672163.188339092, 4213834.471887875, 3742993.9915698064, 2956646.4077801346, 3113487.716575268]"
Sel Score: 0.71 RTime: 2570.361,523.9589,3.0,0.0027071968456215635,12ca5,"[17246772.635463767, 21484687.437837083, 18412117.32803282, 5913405.266588831, 8318812.5022069765, 8916441.85055683]"
Sel Score: 0.71 RTime: 1397.141,410.9791,4.0,0.08536718362338566,Unclear,"[5872444.46285756, 4455323.309019463, 2783146.210389431, 2346076.5624787556, 2527048.720430839, 441417.63945169584]"
Sel Score: 0.71 RTime: 2393.548,424.9861,4.0,0.013990713446414081,12ca5,"[16359482.804319143, 18488090.749321252, 20087504.387289368, 4473831.520921601, 11011976.406689683, 6784546.341123441]"
Sel Score: 0.71 RTime: 2007.68,396.2179,4.0,0.14741642911416855,Unclear,"[18207587.331101425, 18312962.29741566, 6802830.062234137, 7003987.157387684, 4080405.241652662, 6489473.317096018]"
Sel Score: 0.71 RTime: 2380.209,415.9657,4.0,0.09283797614904543,Unclear,"[36252884.93017632, 33413517.228728708, 16556682.328612553, 15253587.015846405, 13121192.093913075, 6622727.8770691315]"
Sel Score: 0.71 RTime: 2349.181,418.4861,4.0,0.06351095712117708,Unclear,"[30012756.17013508, 21798511.449490707, 41447859.27974858, 18112558.802105617, 7906262.537961705, 11836550.495546153]"
Sel Score: 0.71 RTime: 2291.714,449.9952,2.0,0.4523554602204868,Unclear,"[11834084.829875585, 5216678.808812395, 53082641.10269318, 6609290.916665858, 8012177.86165412, 13858663.384134505]"
Sel Score: 0.71 RTime: 2505.567,535.9578,3.0,0.19471922144553308,Unclear,"[21195453.23206689, 12077275.500181291, 37616653.940125205, 8267582.872400853, 13841853.668368073, 6691422.036563829]"
Sel Score: 0.71 RTime: 2280.829,414.2466,4.0,0.04738155501444593,12ca5,"[17543052.200764306, 22717623.189130574, 12708680.346208274, 9707862.815857137, 7738481.729827808, 4078108.154735163]"
Sel Score: 0.71 RTime: 3081.952,558.3014,3.0,0.31579712454268216,Unclear,"[34124055.513720445, 9359054.48187771, 10533506.042001529, 9114896.156859005, 7573758.617121533, 5277997.734572838]"
Sel Score: 0.71 RTime: 2214.074,447.2281,4.0,0.13713100583404234,Unclear,"[26618168.51922481, 17736033.473479215, 10379465.550229823, 10075631.500484388, 4716485.0333038615, 7473041.713820127]"
Sel Score: 0.71 RTime: 1814.152,468.2427,4.0,0.09893918322980565,Unclear,"[8279516.074225793, 3901426.437245885, 6557883.809431632, 2618638.587972524, 2272570.2879488706, 2733747.293130424]"
Sel Score: 0.71 RTime: 1288.941,408.7344,2.0,0.4095584379452065,Unclear,"[20149904.03239026, 10282952.225713722, 10036.0, 3130112.975964248, 5576265.360608987, 3681361.7927188734]"
Sel Score: 0.71 RTime: 2528.274,395.7193,4.0,0.28145851102548985,Unclear,"[8958967.235682663, 21416930.39787038, 5393280.232832933, 3643599.8160774806, 4460950.895156625, 6463244.640850557]"
Sel Score: 0.71 RTime: 2052.199,433.7139,2.0,0.3167755948055447,Unclear,"[3210664.9044323536, 30774802.126878805, 19408555.153660845, 10361510.447956841, 3504868.6312780753, 7881285.656797057]"
Sel Score: 0.71 RTime: 1716.884,389.2003,4.0,0.10507056334679643,Unclear,"[3229180.166182722, 5443104.318834596, 7341523.786647702, 2904110.038764223, 2072684.4683812805, 1546316.3733857723]"
Sel Score: 0.71 RTime: 2708.771,502.2753,3.0,0.06533494865190283,Unclear,"[14771066.51939265, 26340478.57712756, 20272294.667382106, 7353171.91529244, 8880288.471922608, 8785055.624091405]"
Sel Score: 0.71 RTime: 2067.322,404.2133,4.0,0.04265017480521747,12ca5,"[15319882.267171878, 10916172.706999479, 15550826.981423622, 10004079.841011798, 4151929.455375504, 2878146.028609568]"
Sel Score: 0.71 RTime: 2427.932,447.2486,2.0,0.1283034234411921,Unclear,"[44248538.74809915, 24995242.659814022, 20061918.782089557, 8464971.310441356, 11075834.348595254, 16876318.401443154]"
Sel Score: 0.71 RTime: 3423.12,559.958,3.0,0.25604848947332115,Unclear,"[13315293.198158367, 33851337.25182241, 10830163.845733734, 9272733.231012106, 8188837.626245508, 6189432.343003625]"
Sel Score: 0.71 RTime: 2350.269,422.74,2.0,0.06117468321244547,Unclear,"[37594769.18318464, 32887702.0586481, 20616832.83452602, 10429752.486954901, 15245195.40718739, 11476630.28811271]"
Sel Score: 0.71 RTime: 1267.255,440.9855,2.0,0.21731678094088938,Unclear,"[8542083.239417393, 3297210.196892184, 3520441.9164489745, 2465720.4064537175, 1739758.126810437, 2060965.5436158988]"
Sel Score: 0.71 RTime: 1986.55,469.7424,2.0,0.29572278332097307,Unclear,"[6905530.153664809, 3872503.431611379, 1107350.8660050516, 1254546.6058386024, 1893913.3097191863, 1701696.1886014985]"
Sel Score: 0.71 RTime: 1960.973,377.4751,4.0,0.18054873892182535,Unclear,"[3341757.4434211804, 10301339.227473367, 11346382.717928512, 2992919.727341445, 2229017.494997714, 4978538.450867564]"
Sel Score: 0.71 RTime: 4004.951,555.314,3.0,0.1650672053680867,Unclear,"[2758472.789640823, 5981585.279824511, 8390436.109535411, 3377637.2860509437, 2019022.631164506, 1597174.5656527304]"
Sel Score: 0.71 RTime: 1129.901,411.9807,2.0,0.3154728468619357,Unclear,"[6539753.232063066, 1995236.1349005227, 1834611.0320271945, 1303071.1241182934, 1160400.597057105, 1770373.1002887625]"
Sel Score: 0.71 RTime: 2439.628,444.4959,2.0,0.12633009416306665,Unclear,"[13118117.517530419, 12840193.969956072, 25173605.251313757, 8501990.442107428, 5792383.896126197, 6584372.820609947]"
Sel Score: 0.71 RTime: 2267.219,394.7232,4.0,0.004936739528138081,12ca5,"[20491698.816541947, 18011972.87533489, 20615957.03683641, 7037760.862090153, 6184059.089907013, 10919580.107971603]"
Sel Score: 0.71 RTime: 1950.62,433.7204,2.0,0.1385350197435215,Unclear,"[24957757.958452936, 9293864.557758674, 19458495.428459674, 6214824.832551911, 5766786.595470687, 9954832.383567808]"
Sel Score: 0.71 RTime: 1519.777,461.2545,2.0,0.11632586183337715,Unclear,"[7941403.501378489, 3192607.1167159067, 6389846.545730066, 3514444.0963726006, 2374276.3406726117, 1269215.5050480373]"
Sel Score: 0.71 RTime: 2441.177,425.2268,4.0,0.060741792820975166,Unclear,"[38484522.40642896, 19976405.210682884, 30857758.54517623, 17603480.02643847, 12303147.371058404, 6578222.779647494]"
Sel Score: 0.71 RTime: 2520.038,419.7189,2.0,0.09342921815428941,Unclear,"[31227426.13777759, 31086979.309230156, 56961025.46821071, 25071071.116693076, 7836030.243097218, 15867418.929816263]"
Sel Score: 0.71 RTime: 2526.991,431.74,2.0,0.34703209469264323,Unclear,"[16056998.768588085, 20505401.174659304, 68894186.14657018, 27468614.846677694, 7263608.402956661, 8398419.76298742]"
Sel Score: 0.71 RTime: 1165.849,422.977,2.0,0.4722282073174852,Unclear,"[13002420.6792212, 1757925.5818187394, 1896009.2300147878, 1150929.2242634813, 2833737.010639623, 2829919.048606507]"
Sel Score: 0.71 RTime: 3020.847,528.6109,3.0,0.23807542892904446,Unclear,"[12278269.654204471, 47822434.520469084, 26537853.511061303, 15311430.50834627, 10603820.739048855, 9531472.23562329]"
Sel Score: 0.71 RTime: 1322.083,402.9794,4.0,0.07966111091240557,Unclear,"[7230185.8492355775, 3690650.8617504477, 6987517.592967675, 2502638.6443404243, 3025074.1716420795, 1800800.550614141]"
Sel Score: 0.71 RTime: 2335.827,403.4615,2.0,0.11699070015430595,Unclear,"[10186281.817388888, 24793346.07885141, 23613880.730961766, 5954430.787792527, 5608506.88723762, 12416553.520582482]"
Sel Score: 0.71 RTime: 3560.31,511.6141,3.0,0.19243228769468104,Unclear,"[6916277.013955713, 13885607.77626531, 5041592.978944024, 4914900.908027801, 2185447.2605791795, 3477146.9335598326]"
Sel Score: 0.71 RTime: 2902.875,544.2821,3.0,0.049966185418155194,12ca5,"[32513731.270164616, 27907194.827281248, 47784693.13982325, 21031574.791762244, 16236995.266551172, 7024236.620624015]"
Sel Score: 0.71 RTime: 2602.723,548.9573,3.0,0.13972678261421675,Unclear,"[16574319.028588599, 34057840.957557194, 17652606.50330583, 8359243.336409928, 9893653.060737144, 9715395.79671208]"
Sel Score: 0.71 RTime: 2050.726,533.9619,3.0,0.3210659530334432,Unclear,"[19923521.490443595, 6192463.579047155, 5280581.173282852, 5182040.072054395, 5223201.61325367, 2456007.1531968815]"
Sel Score: 0.71 RTime: 1503.86,403.2063,2.0,0.18584191647577045,Unclear,"[3741505.7367087165, 7123571.954454311, 11403217.331598373, 2652306.157605061, 3273554.1013288046, 3197413.3517717156]"
Sel Score: 0.71 RTime: 1845.294,439.231,2.0,0.13716673325066778,Unclear,"[9041446.086386316, 17672300.79917347, 8438590.03188171, 1746414.5985265533, 4029333.34506251, 8631512.378192483]"
Sel Score: 0.71 RTime: 3895.606,536.293,3.0,0.060367338276353585,Unclear,"[5724052.151157715, 4168502.3248891453, 7466803.6468532225, 2836592.4089988302, 3655992.2260212107, 622212.218579885]"
Sel Score: 0.71 RTime: 2956.282,458.9774,4.0,0.03784354415360669,12ca5,"[9192210.881262597, 6931594.5134418905, 11483745.69267177, 4439509.198076748, 2630189.4525255123, 4246285.239693546]"
Sel Score: 0.71 RTime: 2528.153,429.9713,2.0,0.1173394463596515,Unclear,"[39086394.571011715, 15926341.38487058, 32226399.084388383, 12970443.352783535, 7253214.831581019, 15537856.559752835]"
Sel Score: 0.71 RTime: 2758.615,428.2217,2.0,0.2439604811162588,Unclear,"[13550400.97656437, 37316897.37966262, 13787611.370475078, 12772420.268801175, 5227363.453740176, 8505699.270026106]"
Sel Score: 0.71 RTime: 2551.562,465.2317,2.0,0.003242271420374478,12ca5,"[12495528.629136363, 14725961.908486092, 14591904.262912812, 3834391.3455654755, 7060271.639268428, 6260948.513655984]"
Sel Score: 0.71 RTime: 2559.753,539.6337,3.0,0.2702002144384612,Unclear,"[15300359.26878207, 41217336.59035779, 12923041.49948361, 10578097.427425899, 10452077.429386165, 7467160.068557441]"
Sel Score: 0.71 RTime: 2830.798,522.6104,3.0,0.012095761685263438,12ca5,"[27989051.20750752, 22323385.455192104, 32056819.5742043, 9394271.313440852, 15564247.651252959, 8853862.176202921]"
Sel Score: 0.71 RTime: 3081.784,455.9994,4.0,0.18546533921745625,Unclear,"[7303642.809882911, 3796628.574474674, 11803304.918789862, 4034827.608441949, 3426832.890453236, 1945189.3451847325]"
Sel Score: 0.71 RTime: 2442.246,430.7169,4.0,0.05257015289751022,Unclear,"[17132642.994385898, 22389420.200602632, 30571609.889913365, 9503774.452258319, 14773412.281561622, 4514905.525482399]"
Sel Score: 0.71 RTime: 2559.27,495.2588,2.0,0.18611904398280393,Unclear,"[16117481.142345266, 24936485.63530391, 8001974.966774993, 7853809.897249452, 6101474.571322076, 6198070.700400949]"
Sel Score: 0.71 RTime: 2604.167,423.9751,2.0,0.09927214270770653,Unclear,"[17932821.199101076, 29263007.54486987, 39206903.05551897, 14152944.952496624, 8090240.235972984, 13258699.18313887]"
Sel Score: 0.71 RTime: 2551.838,528.6119,3.0,0.038237949075039565,12ca5,"[24503636.929123964, 16280931.124510905, 16363166.21383025, 5763365.464458597, 9889969.386820387, 7833598.617305992]"
Sel Score: 0.71 RTime: 2668.103,424.9931,4.0,0.10892414522709616,Unclear,"[12209531.60468, 24630533.91612743, 14246313.61349685, 8268752.303809945, 8341523.396606003, 4385554.993521934]"
Sel Score: 0.71 RTime: 2875.901,526.9404,3.0,0.1741830174407334,Unclear,"[24482514.47614061, 37330112.46025694, 12690184.024234816, 11911323.920031147, 8754248.883416142, 9955822.04969738]"
Sel Score: 0.71 RTime: 1057.698,361.003,5.0,0.160812405805116,Unclear,"[2373706.743789633, 3259749.6533529907, 1095874.906629553, 1035476.6104968673, 1498700.2889765603, 232492.27446486306]"
Sel Score: 0.71 RTime: 2825.861,505.9466,3.0,0.1493003138348106,Unclear,"[17738746.084657587, 36265629.04934395, 16690341.9152594, 16301805.79417068, 3668730.4119225265, 9098029.664263498]"
Sel Score: 0.71 RTime: 2156.545,426.7261,2.0,0.019627470985364905,12ca5,"[22791306.69244608, 17389521.636896227, 15378770.281296885, 10442717.662332026, 5500505.367762836, 6904947.684405044]"
Sel Score: 0.71 RTime: 2947.293,425.9745,4.0,0.15870226886736558,Unclear,"[19766137.039278537, 10047934.15037833, 8313125.722538926, 8480625.212016094, 4286468.943544837, 2913706.6846752865]"
Sel Score: 0.71 RTime: 3233.436,519.9619,3.0,0.07704418128482977,Unclear,"[10882237.710109754, 5664228.658200825, 11455357.012184352, 2260483.2899980014, 5572427.8288237415, 3686780.460903227]"
Sel Score: 0.71 RTime: 2677.952,532.277,3.0,0.19871315642954765,Unclear,"[24324068.17111543, 38407414.44902054, 11515531.24442505, 9828447.76965056, 8011869.488948331, 12739483.932242217]"
Sel Score: 0.71 RTime: 2730.187,452.2511,4.0,0.17347287666160524,Unclear,"[19752039.5511261, 7910634.132053743, 10277562.118045082, 4460405.991280038, 6285935.842761795, 4880953.755563648]"
Sel Score: 0.71 RTime: 1807.512,386.2175,2.0,0.2677743077617579,Unclear,"[15824165.673501475, 26155875.07002043, 4981905.779944169, 8070262.600860085, 8920346.543147825, 2353033.850013476]"
Sel Score: 0.71 RTime: 1706.749,434.0004,2.0,0.4069409242071193,Unclear,"[22573085.110926464, 5292523.289523721, 4021025.896380422, 7179769.046225333, 3022087.643740601, 2932287.268643194]"
Sel Score: 0.71 RTime: 2274.446,545.6337,3.0,0.15015499690330217,Unclear,"[13468960.713625042, 31587962.895474114, 16793863.2381371, 4855609.939424727, 8547913.24074563, 12080300.61364312]"
Sel Score: 0.71 RTime: 3877.651,545.6313,3.0,0.19126164923130787,Unclear,"[13226083.811390558, 8803884.444015818, 3933541.180920827, 5137970.040660256, 3259077.6509997235, 2304978.7408965877]"
Sel Score: 0.71 RTime: 2543.39,435.4777,4.0,0.18475573100406245,Unclear,"[26746605.07490497, 19469312.44826202, 52205953.29295355, 24187017.1471191, 11229377.524369355, 5168510.939511392]"
