Compound,m/z,z,p value,specificity
"Sel Score: 1.0 RTime: 3804.585 Areas: [592775.0785738475, 1204048.5481812342, 369289.5844127079, 1094051.901843347, 1059662.2766904503, 339624.7163044707]",800.3793,2.0,0.01642408087694444,12ca5
"Sel Score: 1.0 RTime: 4019.675 Areas: [617015.7030721314, 511269.6342847444, 239404.8019929622, 778277.3824097563, 1047213.6558812725, 319217.574761837]",721.3601,2.0,0.02155990653790507,12ca5
"Sel Score: 1.0 RTime: 1872.73 Areas: [668063.5404839597, 911060.2342241269, 696636.3296795334, 862481.9366781019, 222408.15684074024, 581820.0290844707]",493.8998,3.0,0.0039799098717401915,12ca5
"Sel Score: 1.0 RTime: 1955.465 Areas: [986462.5560885167, 381064.3198926735, 551770.073881508, 434085.32191779633, 489597.39640912175, 135524.0136734044]",493.8998,3.0,0.003979862461661319,12ca5
"Sel Score: 1.0 RTime: 2274.858 Areas: [1650504.7626723899, 176230.13655696265, 253567.58644145148, 686920.538398638, 508021.2281822852, 264448.4874106432]",482.8815,3.0,0.01119393280802651,12ca5
"Sel Score: 1.0 RTime: 2269.017 Areas: [588697.6042695782, 696019.751788033, 1024067.8009282139, 440547.355282568, 242000.52419567687, 478605.6929494852]",482.8815,3.0,0.011232302973992105,12ca5
"Sel Score: 1.0 RTime: 2753.85 Areas: [1254553.2623952774, 1046233.9409997243, 691674.5116242956, 742794.1607541251, 491813.1021971412, 288566.42518362106]",778.3438,2.0,0.05270680560439323,12ca5
"Sel Score: 1.0 RTime: 2699.699 Areas: [716919.8485382587, 264038.5547049495, 405234.14158980653, 2766660.6607271335, 287196.0393499813, 1640771.8063866922]",530.2315,3.0,0.011277324742654908,12ca5
"Sel Score: 1.0 RTime: 2496.027 Areas: [1181252.0410465489, 905673.396108727, 82267.390882281, 1086553.7471696872, 408651.86307513603, 1062371.7902320784]",523.8981,3.0,0.0023239752930507506,12ca5
"Sel Score: 1.0 RTime: 1494.963 Areas: [1372814.5963499374, 741133.7541234553, 163692.16673027203, 210801.12442902103, 290304.4166102046, 120724.97403249038]",379.9218,4.0,0.02632920080056815,12ca5
